1;'MOZ_MAL.QA-Gen OTSS-100';'MOZ_MAL.QA-Gen OTSS-HF Info-100-Horário – de Segunda a Sexta-Feira';;'Horário – de Segunda a Sexta-Feira';'UG9uWAD7Zsu';100;0.00;0.00;75;49;;
2;'MOZ_MAL.QA-Gen OTSS-110';'MOZ_MAL.QA-Gen OTSS-HF Info-110-Aberto';;'Aberto';'oA7EBLLt3RU';110;0.00;0.00;75;26;;
3;'MOZ_MAL.QA-Gen OTSS-120';'MOZ_MAL.QA-Gen OTSS-HF Info-120-Fechado';;'Fechado';'TqdSYAFX2VL';120;0.00;0.00;75;26;;
4;'MOZ_MAL.QA-Gen OTSS-130';'MOZ_MAL.QA-Gen OTSS-HF Info-130-Horário de Expediente – Sábados e Domingos';;'Horário de Expediente – Sábados e Domingos';'hE0lhLuYaHl';130;0.00;0.00;75;49;;
5;'MOZ_MAL.QA-Gen OTSS-140';'MOZ_MAL.QA-Gen OTSS-HF Info-140-Aberto';;'Aberto';'vTEq4ArT3kx';140;0.00;0.00;75;26;;
6;'MOZ_MAL.QA-Gen OTSS-150';'MOZ_MAL.QA-Gen OTSS-HF Info-150-Fechado';;'Fechado';'Lx4AIyPclQL';150;0.00;0.00;75;26;;
7;'MOZ_MAL.QA-Gen OTSS-160';'MOZ_MAL.QA-Gen OTSS-HF Info-160-Nome do supervisor';;'Nome do supervisor';'YZ1eMotD0Ue';160;0.00;0.00;75;26;;
8;'MOZ_MAL.QA-Gen OTSS-170';'MOZ_MAL.QA-Gen OTSS-HR_T-170-RECURSOS HUMANOS – PESSOAL DE CONSULTA EXTERNA (CE)';;'RECURSOS HUMANS DA CONSULTA EXTERNA';'CtFytaSYTW7';170;0.00;0.00;76;49;;
9;'MOZ_MAL.QA-Gen OTSS-180';'MOZ_MAL.QA-Gen OTSS-HR_T-180-Anotar o número de trabalhadores a tempo inteiro e médio tempo (anotar 0 se nunca há pessoal presente)';;'Anotar o número de trabalhadores a tempo inteiro e médio tempo (anotar 0 se nunca há pessoal presente)';'lDosEd1QtZ9';180;0.00;0.00;76;49;;
10;'MOZ_MAL.QA-Gen OTSS-190';'MOZ_MAL.QA-Gen OTSS-HR_T-190-Medico';;'Medico';'gA0oqLfZDCp';190;0.00;0.00;76;24;;
11;'MOZ_MAL.QA-Gen OTSS-200';'MOZ_MAL.QA-Gen OTSS-HR_T-200-Tec. Medicina/ Agente de Medicina';;'Tec. Medicina/ Agente de Medicina';'v75cqeTKzrb';200;0.00;0.00;76;24;;
12;'MOZ_MAL.QA-Gen OTSS-210';'MOZ_MAL.QA-Gen OTSS-HR_T-210-Enfermeiro(a)';;'Enfermeiro(a)';'j7UGcFO4O22';210;0.00;0.00;76;24;;
13;'MOZ_MAL.QA-Gen OTSS-220';'MOZ_MAL.QA-Gen OTSS-HR_T-220-Parteira';;'Parteira';'UrTJIyBNY3k';220;0.00;0.00;76;24;;
14;'MOZ_MAL.QA-Gen OTSS-230';'MOZ_MAL.QA-Gen OTSS-HR_T-230-Outro Pessoal Clínico (especificar a seguir):';;'Outro Pessoal Clínico';'imP8ENr6n9g';230;0.00;0.00;76;24;;
15;'MOZ_MAL.QA-Gen OTSS-240';'MOZ_MAL.QA-Gen OTSS-HR_T-240-Total de trabalhadores de saúde HOJE presentes';;'Total de trabalhadores de saúde HOJE presentes';'SFB30r3JqtZ';240;0.00;0.00;76;24;;
16;'MOZ_MAL.QA-Gen OTSS-250';'MOZ_MAL.QA-Gen OTSS-HR_T-250-VISÃO GERAL DA FORMAÇÃO– CONSULTA EXTERNA (CE)';;'VISAO GERAL DO TREINAMENTO';'GbTqTz17Owv';250;0.00;0.00;76;49;;
17;'MOZ_MAL.QA-Gen OTSS-260';'MOZ_MAL.QA-Gen OTSS-HR_T-260-Existe pessoal de ambulatório treinado formalmente em TDRs nos últimos dois anos?';;'Existe pessoal de ambulatório treinado formalmente em TDRs nos últimos dois anos?';'DGwXhAjTGwT';260;10.00;10.00;76;53;;2
18;'MOZ_MAL.QA-Gen OTSS-270';'MOZ_MAL.QA-Gen OTSS-HR_T-270-Total de provedores formado nos últimos dois anos';;'Total de provedores formado nos últimos dois anos';'t2srqQCwEk2';270;0.00;0.00;76;24;17;
19;'MOZ_MAL.QA-Gen OTSS-280';'MOZ_MAL.QA-Gen OTSS-HR_T-280-Nome da organização que deu a formação em TDRs';;'Nome da organização que deu a formação em TDRs';'asJldOGlhtN';280;0.00;0.00;76;26;17;
20;'MOZ_MAL.QA-Gen OTSS-290';'MOZ_MAL.QA-Gen OTSS-HR_T-290-Existem profissionais de consulta externa formados em gestão de casos de malária nos últimos dois anos?';;'Existem profissionais de consulta externa formados em gestão de casos de malária nos últimos dois anos?';'GbvLxmCX2xf';290;10.00;10.00;76;53;;1
21;'MOZ_MAL.QA-Gen OTSS-300';'MOZ_MAL.QA-Gen OTSS-HR_T-300-Total de pessoal de ambulatório treinado formalmente em gestão de casos de malária nos últimos dois anos';;'Total de pessoal de ambulatório treinado formalmente em gestão de casos de malária nos últimos dois anos';'FephgSTfUMn';300;0.00;0.00;76;24;20;
22;'MOZ_MAL.QA-Gen OTSS-310';'MOZ_MAL.QA-Gen OTSS-HR_T-310-Nome da organização que deu a formação em gestão de casos';;'Nome da organização que deu a formação em gestão de casos';'WrabSOTGWJG';310;0.00;0.00;76;26;20;
23;'MOZ_MAL.QA-Gen OTSS-320';'MOZ_MAL.QA-Gen OTSS-HF Infra-320-SERVIÇOS DE CPN';;'SERVIÇOS DE CPN';'RJRKseo6zDG';320;0.00;0.00;77;49;;
24;'MOZ_MAL.QA-Gen OTSS-330';'MOZ_MAL.QA-Gen OTSS-HF Infra-330-Esta Unidade de Saúde tem serviços de cuidados pré-natais?';;'Esta Unidade de Saúde tem serviços de cuidados pré-natais?';'pMKDeJ1h1aX';330;0.00;0.00;77;53;;
