1;'ANClocation';1
2;'AntiMalTreatment';1
3;'CCMOptOut';1
4;'Counting';1
7;'date';5
8;'Label';7
9;'Positive Integer';6
10;'Positive Integer or Zero';2
13;'Text';4
14;'Text (Long)';3
15;'Duration';1
16;'Feedback';1
17;'Frequency';1
18;'Gender';1
19;'GHA_Cadre';1
20;'GHA_FacilityOwn';1
21;'GHA_FacilityType';1
22;'GHA_Officer';1
23;'HealthFacilityLevel';1
24;'Yes0No1';1
25;'MALSpecies';1
26;'MALresults2';1
27;'MicroOptOut';1
28;'MWI_AntiMalTreatment';1
29;'MWI_Officer';1
30;'MWI_Officer2';1
31;'MZ_CountingMethod';1
32;'MZ_HealthFacilityLevel';1
33;'MZ_Officer';1
34;'MZ_Officer2';1
35;'NormalAbnormal';1
36;'Officer';1
37;'Officer2';1
38;'PatientInfoRec';1
39;'PharmacyClinical';1
40;'PositiveNegative';1
41;'Power';1
42;'PresentFunctional';1
43;'RDTOptOut';1
44;'ReportingFormat';1
45;'SevereNonsevere';1
46;'TestResult';1
47;'TestType';1
48;'TestType2';1
49;'TestType3';1
50;'Treatment';1
51;'TZ_HealthFacilityLevel';1
52;'TZ_Officer';1
53;'TZ_Officer2';1
54;'Water';1
55;'Yes0NA1No1';1
56;'Yes0No1Unk0';1
57;'Yes1Apparent1Asked';1
58;'Yes1No0NA1';1
59;'Yes1No0Applicable1';1
60;'Yes1No0NotAvailable1';1
61;'Yes1No0Prescribed1';1
62;'Yes1No1Asked0';1
63;'Yes1No1Asked0Applicable1';1
64;'Yes1No1Asked0Male1';1
65;'Yes1No1NotAsked0';1
66;'Yes1No1NotAsked0Applicable1';1
67;'Yes1No1NotAsked0Male1';1
68;'Yes1No1Unk1Asked0';1
69;'Yes1NotAvailable1No0';1
70;'Yes1No0';1
71;'YesNoUnknown';1
72;'ZMB_Officer';1
73;'ZMB_Officer2';1
74;'Done';1
75;'DoneCBHorizontal';8
76;'DoneCBVertical';9
77;'GenderCBHorizontal';8
78;'GenderCBVertical';9
79;'NormalAbnormalCBVertical';9
80;'PresentFunctionalCBVertical';9
81;'SevereNonsevereCBVertical';9
82;'Yes0No1CBHorizontal';8
83;'Yes0No1Unk0CBVertical';9
85;'Yes1No0CBHorizontal';8
86;'Yes1No0NA1CBHorizontal';8
87;'Yes1No0NA1CBVertical';9
88;'Yes1No0NotAvailable1CBVertical';9
89;'Yes1No0Prescribed1CBVertical';9
90;'Yes1No1Asked0Applicable1CBVertical';9
91;'Yes1No1NotAsked0CBHorizontal';8
92;'Yes1No1Asked0CBHorizontal';8
93;'Yes1No1NotAsked0Male1CBVertical';9
95;'Yes1No1NotAsked0CBVertical';9
96;'PositiveNegativeCBVertical';9
97;'Yes0NA1No1CBHorizontal';8
