28635;'RBd9gLUgcs3';'1. ZMB Test Region';;1
28636;'HvHDWblCNrf';'ZMB Outlet 1';28635;2
28637;'wXrLOMIq8VW';'ZMB Outlet 2';28635;2
60209;'PNnQwDK4hFK';'ZMB outlet 1 test 1';28636;3
60210;'uOkTdAMWYoA';'ZMB outlet 1 test 2';28636;3
60211;'EwNfHt5MN6K';'ZMB outlet 2 test 1';28637;3
60212;'Z0fnCEjjPvl';'ZMB outlet 2 test 2';28637;3
60213;'fSGlfBxxlJF';'Central';;1
60214;'KKCwvqlWbb9';'Copperbelt';;1
60215;'TmKqf0KOqzR';'Eastern';;1
60216;'ZWe6CIEso7b';'Luapula';;1
60217;'EeltJJ78njW';'Lusaka';;1
60218;'vUcEN5BbQ3N';'North Western';;1
60219;'gsDFLdVaivC';'Muchinga';;1
60220;'LHLe3vIPaid';'Northern';;1
60221;'S0Cu6gqEcJZ';'Southern';;1
60222;'hed2eRr1N6X';'Western';;1
60224;'r9fr50eRgkY';'Chibombo';60213;2
60225;'p33xnRf64dg';'Itezhi-Tezhi';60213;2
60226;'BPqwXhXZSOg';'Kabwe';60213;2
60227;'t7aEPbjgvy9';'Kapiri-Mposhi';60213;2
60228;'WGq9gK2x9k5';'Mkushi';60213;2
60229;'mSBN3Ia64at';'Mumbwa';60213;2
60230;'YalnndeGMOy';'Serenje';60213;2
60231;'hgE2jbYqjOH';'Chililabombwe';60214;2
60232;'eEZ68y5sHMN';'Chingola';60214;2
60233;'ItSpZ7VlgMW';'Kalulushi';60214;2
60234;'xIAgGa9DAl2';'Kitwe';60214;2
60235;'vWTe14ts1bE';'Luanshya';60214;2
60236;'XZcog0iLfph';'Lufwanyama';60214;2
60237;'k9dK2491fO3';'Mpongwe';60214;2
60238;'gwDM9gLwYUW';'Mufulira';60214;2
60239;'AlTmcwN4l05';'Ndola';60214;2
60240;'Mgeonhn8qIj';'Chadiza';60215;2
60241;'yU5gC9ooGt7';'Chipata';60215;2
60242;'gcp7RTrOg53';'Katete';60215;2
60243;'aN3qb24Sduj';'Lundazi';60215;2
60244;'jKPD0UoiOBr';'Mambwe';60215;2
60245;'KBDk3zae8c3';'Nyimba';60215;2
60246;'tISU0ZKGHBp';'Petauke';60215;2
60247;'W1b1YFMqIEb';'Chiengi';60216;2
60248;'Q3g2picbgax';'Kawambwa';60216;2
60249;'a4okAWaUusn';'Mansa';60216;2
60250;'MTucKt9LWaz';'Milenge';60216;2
60251;'B1m3n8JF6f4';'Mwense';60216;2
60252;'ZgwkzL2L6jz';'Nchelenge';60216;2
60253;'xlhWn9rXTXu';'Samfya';60216;2
60254;'fGZ3K1n273h';'Chembe';60216;2
60255;'KIcVPHSgmnW';'Chongwe';60217;2
60256;'BoIhDoH7cMv';'Kafue';60217;2
60257;'Ql5zyFjBvPT';'Luangwa';60217;2
60258;'OpD3O1LRsJt';'Lusaka';60217;2
60259;'oE6w1i2Me0P';'Lusaka or Luanshya';60217;2
60260;'kQknVAbShPl';'Mwinilunga';60218;2
60261;'lsA06WtpKjG';'Chilanga';60217;2
60262;'XRRGDrw2A9g';'Chama';60219;2
60263;'ALFeJahc7mx';'Chinsali';60219;2
60264;'ZRabLB6AWb7';'Isoka';60219;2
60265;'uZTs2uqB913';'Mpika';60219;2
60266;'f9eyVyRDbat';'Nakonde';60219;2
60267;'ga1WpdDZ0HV';'Chavuma';60218;2
60268;'I1bLpEFtS3p';'Kabompo';60218;2
60269;'R72OMDBYDvr';'Kasempa';60218;2
60270;'ZZZlJLyRpPo';'Mufumbwe';60218;2
60271;'WbLEjXxsKzI';'Solwezi';60218;2
60272;'YflnV4gPmec';'Zambezi';60218;2
60273;'Zsik0vIP1mm';'Chilubi';60220;2
60274;'skp4Ty42IYT';'Kaputa';60220;2
60275;'DAKPr8VAt8q';'Kasama';60220;2
60276;'arKBLl7HbXz';'Luwingu';60220;2
60277;'lGSYsXHhY6v';'Mbala';60220;2
60278;'LbtXhL3OenW';'Mporokoso';60220;2
60279;'IOiwPqRqYzZ';'Mpulungu';60220;2
60280;'GbvDrXEew3R';'Mungwi';60220;2
60281;'ryelKTysDUY';'Choma';60221;2
60282;'xNLLHMzTg59';'Gwembe';60221;2
60283;'oRTXumhKp01';'Kalomo';60221;2
60284;'gCkgFEmvYOe';'Livingstone';60221;2
60285;'FIE8wlk7wTV';'Mazabuka';60221;2
60286;'RAg6tT7fi0p';'Monze';60221;2
60287;'oNqff4sXVSA';'Namwala';60221;2
60288;'bNy01CS7WCM';'Siavonga';60221;2
60289;'Bu7w8Co0Zzr';'Sinazongwe';60221;2
60290;'KfcFRv6pzMx';'Kalabo';60222;2
60291;'ogNQK7swcqg';'Kaoma';60222;2
60292;'yRNYZu3kmp0';'Lukulu';60222;2
60293;'HyKq0HrN2ft';'Mongu';60222;2
60294;'Xbw8qkzenOw';'Senanga';60222;2
60295;'Ff3afMFanU8';'Sesheke';60222;2
60296;'mQX9ECt9UuV';'Shang''Ombo';60222;2
60298;'jmEKsVlqP0i';'Chipembi Rural Health Centre';60224;3
60299;'V8Kx9HFsPfB';'Chisamba Rural Health Centre';60224;3
60300;'HySCgAQUSfr';'Liteta District Hospital';60224;3
60301;'MSnv6r2OYAK';'Mwachisompola Demo Zone';60224;3
60302;'hHkkGVlk1Q2';'Itezhi Tezhi District Hospital';60225;3
60303;'IPFxvBsNTOC';'Kabwe General Hospital';60226;3
60304;'nwBVKwwu1wW';'Kabwe Mine Hospital';60226;3
60305;'KYi8epjLv39';'Kasanda Urban Health Centre';60226;3
60306;'CPem4zlkeyC';'Ngungu Urban Health Centre';60226;3
60307;'gIlUMtVhVH6';'Chawama Urban Health Centre';60227;3
60308;'QXjWoYK6Ts6';'Kapiri Mposhi District Hospital';60227;3
