1;'វិជ្ជមាន';'Positive';0;1;1
2;'អវិជ្ជមាន';'Negative';0;1;2
3;'មិនបានធ្វើតេស្តឈាម';'Not Tested';0;1;3
4;'អ្នកជំងឺបដិសេធ';'Patient Refused';0;2;4
5;'សញ្ញាគ្រោះថ្នាក់';'Danger Signs';0;2;5
6;'ឧបករណ៏ RDT មិនមាននៅក្នុងស្តុក';'RDT Stock Out';0;2;6
7;'ប្រុស';'Male';0;3;7
8;'ស្រី';'Female';0;3;8
9;'ផ្លាស្មូដ្យូម ហ្វាល់ស៊ីប៉ារ៉ូម(Pf)';'Plasmodium falciparum (Pf)';0;5;9
10;'ផ្លាស្មូដ្យូម វីវ៉ាក់(Pv)';'Plasmodium vivax (Pv)';0;5;10
11;'ចំរុះ(Mixed)';'Mixed';0;5;11
12;'អឺរ៉ាតេស៊ីម';'Eurartesim';0;6;12
13;'អាតេស៊ុយណាត ម៉េហ្លូគីន';'AS/MQ';0;6;13
14;'ធ្វើកាបេញ្ជូន';'Referral';0;6;14
15;'អាយុ ៥ - ១០ ឆ្នាំ\nទម្ងន់ ១៩ - ៣០ គីឡូ';'Age 5 - 10 Years Old\nWeight 19 - 30 Kilograms';0;7;15
16;'អាយុ ១០ - ១៥ ឆ្នាំ\nទម្ងន់ ៣០ - ៤០ គីឡូ';'Age 10 - 15 Years Old\nWeight 30 - 40 Kilograms';0;7;16
17;'អាយុ >១៥ ឆ្នាំ\nទម្ងន់ ៤០ - ៦០ គីឡូ';'Age >15 Years Old\nWeight 40 - 60 Kilograms';0;7;17
18;'អាយុ >១៥ ឆ្នាំ\nទម្ងន់ >៦០ គីឡូ';'Age >15 Years Old\nWeight >60 Kilograms';0;7;18
19;'អាយុ ៥ - ៦ ឆ្នាំ\nទម្ងន់ ៩ - ១៧ គីឡូ';'Age 5 - 6 Years Old\nWeight 9 - 17 Kilograms';0;8;19
20;'អាយុ ៧ - ១២ ឆ្នាំ\nទម្ងន់ ១៨ - ២៩ គីឡូ';'Age 7 - 12 Years Old\nWeight 18 - 29 Kilograms';0;8;20
21;'អាយុ >១៣ ឆ្នាំ\nទម្ងន់ >៣០ គីឡូ';'Age >13 Years Old\nWeight >30 Kilograms';0;8;21
22;'កុមារអាយុក្រោម ៥ឆ្នាំ';'Child Under 5 Years Old';0;9;22
23;'ស្រី្តមានផ្ទៃពោះ';'Pregnancy';0;9;23
24;'ឱសថ ACT មិនមាននៅក្នុងស្តុក';'ACT Stock Out';0;9;24
25;'បាទ / ចា៎';'Yes';0;10;25
26;'អត់ទេ';'No';0;10;26
27;'កម្មករតាមចំការ';'Plantation Worker';0;11;27
28;'កម្្មករសំណង់ ឬកម្មកររ៉ែ';'Construction/Mine Worker';0;11;28
29;'អ្នកធ្វើការក្នុងព្រៃ';'Forest Worker';0;11;29
30;'សន្តិសុខ';'Security Personnel';0;11;30
31;'ផ្សេងៗ';'Other';0;11;31
