454;'GHA_MAL.QA-RDT obs 5-100';'GHA_MAL.QA-RDT obs 5-Ins-Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you-100';;'Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you';'lVjTG7WZ8bX';100;0.00;0.00;46;49;;
280;'GHA_MAL.QA-CR Obs 3-100';'GHA_MAL.QA-CR Obs 3-Obs 3-Observe 3 fever consultations (1 adult and 2 children) per clinician-100';;'Observe 3 fever consultations (1 adult and 2 children) per clinician';'DFFRUvJvLDm';100;0.00;0.00;25;49;;
406;'GHA_MAL.QA-RDT obs 3-100';'GHA_MAL.QA-RDT obs 3-Ins-Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you-100';;'Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you';'FveFplyu2dv';100;0.00;0.00;40;49;;
124;'GHA_MAL.QA-CR Obs 1-100';'GHA_MAL.QA-CR Obs 1-Obs 1-Observe 3 fever consultations (1 adult and 2 children) per clinician-100';;'Observe 3 fever consultations (1 adult and 2 children) per clinician';'VNYa72TWdax';100;0.00;0.00;7;49;;
202;'GHA_MAL.QA-CR Obs 2-100';'GHA_MAL.QA-CR Obs 2-Obs 2-Observe 3 fever consultations (1 adult and 2 children) per clinician-100';;'Observe 3 fever consultations (1 adult and 2 children) per clinician';'MdrlzF13MUo';100;0.00;0.00;16;49;;
430;'GHA_MAL.QA-RDT obs 4-100';'GHA_MAL.QA-RDT obs 4-Ins-Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you-100';;'Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you';'UCjs2uu3f9w';100;0.00;0.00;43;49;;
14;'GHA_MAL.QA-Gen OTSS-100';'GHA_MAL.QA-Gen OTSS-HF Info-Name of Supervisor-100';;'Name of Supervisor';'w1bHVFomhbu';100;0.00;0.00;1;26;;
382;'GHA_MAL.QA-RDT obs 2-100';'GHA_MAL.QA-RDT obs 2-Ins-Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you-100';;'Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you';'gJwLloCrL9R';100;0.00;0.00;37;49;;
7;'GHA_MAL.QA-Obj-100';'GHA_MAL.QA-Obj-Obj-1. Review progress of last OTSS action plans-100';;'1. Review progress of last OTSS action plans';'rzD0CK9s3Ly';100;0.00;0.00;6;49;;
358;'GHA_MAL.QA-RDT obs 1-100';'GHA_MAL.QA-RDT obs 1-Ins-Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you-100';;'Observe at least 5 RDT tests per facility. If test not properly done, conduct the next test for staff to observe. If no patient, ask staff to role play RDT test on you';'YfGz9ijfho1';100;0.00;0.00;34;49;;
478;'GHA_MAL.QA-Feedback-100';'GHA_MAL.QA-Feedback-Feedback-WHAT WERE THE THREE BIGGEST PROBLEMS NOTED TODAY?-100';;'WHAT WERE THE THREE BIGGEST PROBLEMS NOTED TODAY?';'bptR1AZTMBJ';100;0.00;0.00;49;49;;
203;'GHA_MAL.QA-CR Obs 2-110';'GHA_MAL.QA-CR Obs 2-Obs 2-This should be the second of three observations-110';;'This should be the second of three observations';'eWA1OozdN3K';110;0.00;0.00;16;49;;
479;'GHA_MAL.QA-Feedback-110';'GHA_MAL.QA-Feedback-Prob 1-Problem 1: Describe-110';;'Problem 1: Describe';'uVUB7iy4Gkw';110;0.00;0.00;50;25;;
281;'GHA_MAL.QA-CR Obs 3-110';'GHA_MAL.QA-CR Obs 3-Obs 3-This should be the third of three observations-110';;'This should be the third of three observations';'IyFt6q0O8ZB';110;0.00;0.00;25;49;;
431;'GHA_MAL.QA-RDT obs 4-110';'GHA_MAL.QA-RDT obs 4-HF Info-Facility type-110';;'Facility type';'yr3suZ6Gs3t';110;0.00;0.00;44;84;;
125;'GHA_MAL.QA-CR Obs 1-110';'GHA_MAL.QA-CR Obs 1-Obs 1-This should be the first of three observations-110';;'This should be the first of three observations';'JmQc6Yvdgcf';110;0.00;0.00;7;49;;
15;'GHA_MAL.QA-Gen OTSS-110';'GHA_MAL.QA-Gen OTSS-HF Info-Facility type-110';;'Facility type';'CgCaUrve3xy';110;0.00;0.00;1;84;;
359;'GHA_MAL.QA-RDT obs 1-110';'GHA_MAL.QA-RDT obs 1-HF Info-Facility type-110';;'Facility type';'MGKve3sG6Ym';110;0.00;0.00;35;84;;
407;'GHA_MAL.QA-RDT obs 3-110';'GHA_MAL.QA-RDT obs 3-HF Info-Facility type-110';;'Facility type';'wkWhYfoSZCw';110;0.00;0.00;41;84;;
383;'GHA_MAL.QA-RDT obs 2-110';'GHA_MAL.QA-RDT obs 2-HF Info-Facility type-110';;'Facility type';'ZdYvlB9NL9H';110;0.00;0.00;38;84;;
8;'GHA_MAL.QA-Obj-110';'GHA_MAL.QA-Obj-Obj-2. Assess adherence to protocols-110';;'2. Assess adherence to protocols';'qbpPwEtzkQy';110;0.00;0.00;6;49;;
455;'GHA_MAL.QA-RDT obs 5-110';'GHA_MAL.QA-RDT obs 5-HF Info-Facility type-110';;'Facility type';'YBOnnpGLFpC';110;0.00;0.00;47;84;;
456;'GHA_MAL.QA-RDT obs 5-120';'GHA_MAL.QA-RDT obs 5-HF Info-Facility ownership-120';;'Facility ownership';'c7bwQQlG1wd';120;0.00;0.00;47;85;;
204;'GHA_MAL.QA-CR Obs 2-120';'GHA_MAL.QA-CR Obs 2-HW Info-Name of Health Worker-120';;'Name of Health Worker';'uNleadfJ5kq';120;0.00;0.00;17;26;;
282;'GHA_MAL.QA-CR Obs 3-120';'GHA_MAL.QA-CR Obs 3-HW Info-Name of Health Worker-120';;'Name of Health Worker';'pHM4QaTx1Qh';120;0.00;0.00;26;26;;
480;'GHA_MAL.QA-Feedback-120';'GHA_MAL.QA-Feedback-Prob 1-Category of problem-120';;'Category of problem';'grxh8Bfudxr';120;0.00;0.00;50;49;;
432;'GHA_MAL.QA-RDT obs 4-120';'GHA_MAL.QA-RDT obs 4-HF Info-Facility ownership-120';;'Facility ownership';'HJ4LYsxVdTI';120;0.00;0.00;44;85;;
16;'GHA_MAL.QA-Gen OTSS-120';'GHA_MAL.QA-Gen OTSS-HF Info-Facility ownership-120';;'Facility ownership';'ZxLpCM6LYSp';120;0.00;0.00;1;85;;
408;'GHA_MAL.QA-RDT obs 3-120';'GHA_MAL.QA-RDT obs 3-HF Info-Facility ownership-120';;'Facility ownership';'sIRChgQnte8';120;0.00;0.00;41;85;;
360;'GHA_MAL.QA-RDT obs 1-120';'GHA_MAL.QA-RDT obs 1-HF Info-Facility ownership-120';;'Facility ownership';'gT60LEJdGHK';120;0.00;0.00;35;85;;
9;'GHA_MAL.QA-Obj-120';'GHA_MAL.QA-Obj-Obj-3. Assess availability of health education materials and ACTs/SPs/LLIN-120';;'3. Assess availability of health education materials and ACTs/SPs/LLIN';'bFbzpUIZa4e';120;0.00;0.00;6;49;;
126;'GHA_MAL.QA-CR Obs 1-120';'GHA_MAL.QA-CR Obs 1-HW Info-Name of Health Worker-120';;'Name of Health Worker';'t6MdD8GDBrt';120;0.00;0.00;8;26;;
