1;'QS7sK8XzdQc';'KE - HNQIS SF pilot test facility 1';;1
2;'xNLfNAtUXfA';'KE - HNQIS SF pilot test facility 2';;1
3;'VZ6XmMLI6MN';'AIC mulango dispensary (KEPSI2048)';;1
4;'cmUJ5EomjK3';'Bama Nursing Home (KEPSI3001)';;1
5;'rHqo5K3SnAD';'Family Medicare Centre (KEPSI1032)';;1
6;'CWUpsCD0NYl';'Garissa Nursing Home (KEPSI8001)';;1
7;'BXgoduJJ6vv';'Igare Medical Clinic (KEPSI3033)';;1
8;'suOQXnanHhN';'Immanuel Medical Clinic (KEPSI7039)';;1
9;'mINI0TXaQkL';'Kendu Bay Adventist Hospital (KEPSI3007)';;1
10;'ADWZP1AGPks';'Kiambogo Medical Cinic (KEPSI7048)';;1
11;'uY9I2bIe7h2';'Kwa Maiko Health Clinic (KEPSI7031)';;1
12;'FdIKIbXFpyu';'Liberty Maternity and Nursing Home (KEPSI2066)';;1
13;'HM2h1iclJfM';'Lugulu Hospital (KEPSI4053)';;1
14;'yqpKV4AcBjN';'Meswo Medical Services (KEPSI6024)';;1
15;'Q2CjFvESbut';'Mitunguu Market Clinic (KEPSI2006)';;1
16;'ocTxfYn3nxR';'Mukunga Maternity & Nursing Home (KEPSI5003)';;1
17;'sm7qUsP3vNw';'Nala Nursing Home (KEPSI4016)';;1
18;'wleX9qYX19o';'Namasoli Clinic (KEPSI4026)';;1
19;'E7SUJ51LISe';'Ndonyero Maternity & Medical clinic (KEPSI7003)';;1
20;'KtqVPEIyjo0';'Neema Hospital(Kitui) (KEPSI2049)';;1
21;'nCaKLMnpIAk';'Provide International(KEPSI5013)';;1
22;'FqcyXCiaX3k';'Rachar Nursing Home (KEPSI3012)';;1
23;'ClD53XzThft';'Simaho MCH/FP Clinic (Sisters Maternity Home) (KEPSI8007)';;1
24;'xRP8mkM10Wo';'St. Hillarius Medical Clinic (KEPSI1002)';;1
25;'yrYxqWBUpdG';'St. Patricks Health Services (KEPSI5041)';;1
26;'BGMrTHDQVSL';'Supili (Sipili) Mat & Nursing Home (KEPSI6042)';;1
27;'eQfqMMrbEZF';'Tanaka Hospital (KEPSI4014)';;1
28;'e7HQerwwl8c';'Ukunda Medical Centre (KEPSI1011)';;1
29;'FoPM18nmjye';'Wama NursingHome (KEPSI5009)';;1
30;'wGMZFOtiJEN';'Watamu Maternity and Nursing Home (KEPSI1010)';;1
