1;'Years';'Years';0.00;1
2;'Months';'Months';0.00;1
7;'Asked [1]';'Asked';1.00;34
8;'Not Asked [0]';'Not Asked';0.00;34
9;'Not available [0]';'Not available';0.00;2
10;'Available [0.5]';'Available';0.50;2
11;'Most recent [1]';'Most recent';1.00;2
14;'Guideline review';'Guideline review';0.00;36
15;'Lecture';'Lecture';0.00;36
16;'Demonstration';'Demonstration';0.00;36
17;'SOP Review';'SOP Review';0.00;36
18;'Clinical mentoring';'Clinical mentoring';0.00;36
19;'Male';'Male';0.00;3
20;'Female';'Female';0.00;3
21;'Health Center';'Health Center';0.00;37
22;'District Hospital';'District Hospital';0.00;37
23;'Regional Hospital';'Regional Hospital';0.00;37
24;'Simple malaria';'Simple malaria';0.00;38
25;'Severe malaria';'Severe malaria';0.00;38
26;'Other';'Other';0.00;38
27;'PF(HRP2) only';'PF(HRP2) only';0.00;5
28;'PF(HRP2) + Pan(LDH)';'PF(HRP2) + Pan(LDH)';0.00;5
29;'RDT +';'RDT +';0.00;41
30;'RDT -';'RDT -';0.00;41
31;'Microscopy +';'Microscopy +';0.00;41
32;'Microscopy -';'Microscopy -';0.00;41
33;'Test not available';'Test not available';0.00;41
34;'Test not ordered';'Test not ordered';0.00;41
35;'Pf';'Pf';0.00;40
36;'Pv';'Pv';0.00;40
37;'Pm';'Pm';0.00;40
38;'Po';'Po';0.00;40
39;'No [0]';'No';0.00;39
40;'Partially [0.33]';'Partially';0.33;39
41;'Completely [1]';'Completely';1.00;39
42;'MD/Medical Officer/Physician';'MD/Medical Officer/Physician';0.00;4
43;'Clinical Officer/Physician''s Assistant';'Clinical Officer/Physician''s Assistant';0.00;4
44;'Lab Tech';'Lab Tech';0.00;4
45;'Microscopist';'Microscopist';0.00;4
46;'Nurse';'Nurse';0.00;4
48;'Midwife';'Midwife';0.00;4
49;'Other';'Other';0.00;4
50;'Positive';'Positive';0.00;7
51;'Negative';'Negative';0.00;7
52;'Unknown/ No Test Result';'Unknown/ No Test Result';0.00;7
53;'Present & Functional [1]';'Present & Functional';1.00;6
54;'Present & Non-functional [0]';'Present & Non-functional';0.00;6
55;'Not present [0]';'Not present';0.00;6
56;'Clinicalpractice general';'Clinicalpractice general';0.00;42
57;'Adherence to Malariatest';'Adherence to Malariatest';0.00;42
58;'Malaria treatment';'Malaria treatment';0.00;42
59;'RDT';'RDT';0.00;42
60;'Other';'Other';0.00;42
66;'Yes, a day or greater [1]';'Yes, a day or greater';1.00;43
67;'No [1]';'No';1.00;43
68;'Not Asked [0]';'Not Asked';0.00;43
69;'Normal';'Normal';0.00;44
70;'Abnormal';'Abnormal';0.00;44
71;'Not Ordered';'Not Ordered';0.00;44
72;'RDT';'RDT';0.00;10
73;'Microcopy Thick smear';'Microcopy Thick smear';0.00;10
74;'Microscopy Thin smear';'Microscopy Thin smear';0.00;10
75;'Microscopy Thick and Thin smear';'Microscopy Thick and Thin smear';0.00;10
87;'Yes [0]';'Yes';0.00;13
88;'No [1]';'No';1.00;13
